Name,Address,Rating,Enrollment,Grade span
Elsinore Elementary School,"512 W. Sumner Ave., Lake Elsinore",9,597,KG-05
Elsinore High School,"21800 Canyon Dr., Wildomar",51,"2,041",09-12
Elsinore Middle School,"1203 W. Graham Ave., Lake Elsinore",35,828,06-08
Elverta Elementary School,"7900 Eloise Ave., Elverta",20,178,KG-05
Elwin Elementary School,"13010 E. Waco St., Baldwin Park",14,465,KG-06
Elwood J. Keema High School,"1281 N. Ave., Sacramento",6,469,07-12
Elysian Heights Elementary School,"1562 Baxter St., Los Angeles",25,248,KG-06
Emblem Academy School,"22635 Espuella Dr., Santa Clarita",90,695,KG-06
Emelita Academy Charter School,"17931 Hatteras St., Los Angeles",40,401,KG-05
Emerald Middle School,"1221 S. Emerald Ave., El Cajon",19,525,06-08
Emerson (Ralph Waldo) Elementary School,"7544 E. Emerson Pl., Rosemead",54,531,KG-06
Emerson Community Charter School,"1650 Selby Ave., Los Angeles",41,605,06-08
Emerson Elementary School,"2800 Forest Ave., Berkeley",80,305,KG-05
Emerson Elementary School,"1011 E. Caldwell St., Compton",23,448,KG-08
Emerson Elementary School,"4803 Lawton Ave., Oakland",3,314,KG-05
Emerson Elementary School,"4660 Ottawa Ave., Riverside",32,792,KG-06
Emerson Middle School,"801 Fourth St., Bakersfield",11,721,06-08
Emerson Middle School,"635 Lincoln Ave., Pomona",15,652,06-08
Emerson Parkside Academy School,"2625 Josie Ave., Long Beach",80,609,KG-05
Emerson/Bandini Elementary School,"3510 Newton Ave., San Diego",17,567,KG-06
Emery Park Elementary School,"2821 W. Commonwealth Ave., Alhambra",61,469,KG-08
Emery Secondary School,"1100 47th St., Emeryville",32,174,09-12
Emeryville Pre Students School,"1275 - 61st St., Emeryville",-,-,-
Emilie J. Ross Middle School,"7448 Fox Rd., Hughson",40,482,06-08
Emilie Ritchen Elementary School,"2200 Cabrillo Way, Oxnard",9,641,KG-05
Emma C. Smith Elementary School,"391 Ontario Dr., Livermore",90,735,KG-05
Emma W. Shuey Elementary School,"8472 E. Wells St., Rosemead",80,516,KG-06
Emma Wilson Elementary School,"1530 W. Eighth Ave., Chico",58,611,KG-05
Emmerton Elementary School,"1888 Arden Ave., San Bernardino",20,527,KG-03
Emmett S. Finley Elementary School,"627 E. Sixth St., Holtville",44,554,KG-05
Emory Elementary School,"1915 Coronado Ave., San Diego",47,587,KG-06
Emperor Elementary School,"6415 Muscatel Ave., San Gabriel",91,692,KG-06
Empire Elementary School,"5201 First St., Empire",13,404,KG-06
Empire Gardens Elementary School,"1060 E. Empire St., San Jose",18,394,KG-05
Empire Oaks Elementary School,"1830 Bonhill Dr., Folsom",94,540,KG-05
Empire Springs Charter School,"15350 Riverview Rd., Helendale",46,913,KG-12
Empower Charter School,"2230 E. Jewett St., San Diego",27,108,KG-06
Empower Generations School,"2110 W. Ave. K, Lancaster",-,-,07-12
Empowering Possibilities International Charter School,"1945 Ramco St., West Sacramento",27,322,KG-08
Empresa Elementary School,"4850 Avenida Empresa, Oceanside",72,806,KG-05
Encompass Academy Elementary School,"1025 81st Ave., Oakland",19,334,KG-05
Enadia Technology Enriched Charter School,"22944 Enadia Way, Los Angeles",51,246,KG-05
Encanto Elementary School,"822 65th St., San Diego",37,496,KG-05
Enchanted Hills Elementary School,"1357 Mt. Baldy St., Perris",14,512,KG-06
Encina Preparatory High School,"1400 Bell St., Sacramento",3,911,06-12
Encinal Elementary School,"195 Encinal Ave., Atherton",91,765,KG-05
Encinal Elementary School,"6484 Larkin Rd., Live Oak",71,112,KG-08
Encinal Junior/Senior High School,"210 Central Ave., Alameda",64,"1,336",06-12
Encinita Elementary School,"4515 N. Encinita Ave., Rosemead",53,388,KG-06
Encino Charter Elementary School,"16941 Addison St., Los Angeles",96,554,KG-05
Encore High For The Arts - Riverside School,"3800 Main St., Riverside",53,413,07-12
Encore Jr./Sr. High For The Perf And Visual Arts School,"16955 Lemon St., Hesperia",34,"1,228",07-12
Endeavor Alternative School,"2555 Lawrence St., Ceres",15,158,KG-12
Endeavor College Preparatory Charter School,"126 Bloom St., Los Angeles",38,612,KG-08
Endeavour Elementary School,"9300 Meacham Rd., Bakersfield",68,767,KG-06
Endeavour Middle School,"43755 45th St. W., Lancaster",25,793,06-08
Endeavour Of Exploration School,"12403 Ridgecrest Rd., Victorville",81,732,KG-06
Enders Elementary School,"12302 Springdale St., Garden Grove",46,517,KG-06
Engr And Tech Academy At Esteban E. Torres High #3 School,"4211 Dozier St., Los Angeles",21,413,09-12
Enrique Camarena Junior High School,"800 E. Rivera Ave., Calexico",44,683,07-08
Enslen Elementary School,"515 Coldwell Ave., Modesto",60,413,KG-06
Enterprise Alternative School,"1550 Herndon Ave., Clovis",22,79,KG-12
Enterprise Elementary School,"3730 E. Ave. J-4, Lancaster",13,774,KG-06
Enterprise High School,"15405 Sunset Ave., Kerman",19,58,07-12
Enterprise High School,"3411 Churn Creek Rd., Redding",71,"1,220",09-12
Enterprise Middle School,"2600 W. Compton Blvd., Compton",18,368,06-08
Enterprise Plus School,"3411 Churn Creek Rd., Redding",31,45,10-11
Enterprise Secondary School,"28261 Ave. 14, Madera",25,59,06-12
Env Academy Of Research Tech And Earth Scis School,"2626 Michael Dr., Thousand Oaks",96,541,KG-05
Environmental Charter High School,"16315 Grevillea Ave., Lawndale",70,515,09-12
Environmental Charter Middle School,"812 W. 165th Pl., Gardena",22,354,06-08
Environmental Charter Middle - Inglewood School,"3600 W. Imperial Hwy., Inglewood",40,182,06-08
Environmental And Social Policy Magnet School,"3501 N. BRd.way, Los Angeles",20,147,09-12
Envision Academy For Arts & Technology School,"1515 Webster St., Oakland",34,407,09-12
Epic Charter School,"1112 29th Ave., Oakland",10,288,06-08
Epic Charter School,"100 S. Anaheim Blvd. #150, Anaheim",34,-,KG-12
Epiphany Prep Charter School,"725 N. Escondido Blvd., Escondido",18,-,KG-08
Epiphany Prep Charter School,"6134 Benson Ave., San Diego",6,247,KG-08
Equitas Academy #2 School,"2723 W. 8th St., Los Angeles",44,298,05-08
Equitas Academy #3 Charter School,"631 S. Commonwealth Ave., Los Angeles",-,100,KG-04
Equitas Academy 4 School,"1700 W. Pico Blvd., Los Angeles",-,-,-
Equitas Academy Charter School,"1700 W. Pico Blvd., Los Angeles",77,450,KG-05
Eric White Elementary School,"2001 Mitchell, Selma",16,525,02-06
Ericson Elementary School,"4774 E. Yale Ave., Fresno",19,768,KG-06
Ericson Elementary School,"11174 W.onhill Dr., San Diego",94,723,KG-05
Erle Stanley Gardner Middle School,"45125 Via Del Coronado, Temecula",85,"1,133",06-08
Erma B. Reese Elementary School,"1800 W. Elm St., Lodi",65,633,KG-06
Erma Duncan Polytechnical High School,"4330 E. Garland Ave., Fresno",39,986,09-12
Ernest Garcia Elementary School,"1390 W. Randall Ave., Colton",34,693,KG-05
Ernest Kimme Charter Academy For Independent Learning School,"301 Bel Air Dr., Vacaville",-,-,KG-12
Ernest Lawrence Middle School,"10100 Variel Ave., Los Angeles",62,"1,465",06-08
Ernest O. Lawrence Elementary School,"12521 Monroe, Garden Grove",50,598,KG-06
Ernest P. Willenberg Special Education Center School,"308 Weymouth Ave., Los Angeles",-,170,KG-12
Ernest R. Geddes Elementary School,"14600 Cavette Pl., Baldwin Park",17,698,KG-05
Ernest Righetti High School,"941 E. Foster Rd., Santa Maria",37,"2,139",09-12
Ernest S. Mcbride Sr. High School,"7025 E. Parkcrest St., Long Beach",82,565,09-12
Ernesto Galarza Elementary School,"1610 Bird Ave., San Jose",16,480,KG-05
Ernie Pyle Elementary School,"14500 S. Woodruff Ave., Bellflower",37,527,KG-06
Erwin Elementary School,"13400 Erwin St., Los Angeles",33,696,KG-05
Escalon Charter Academy School,"1520 Yosemite Ave., Escalon",34,195,KG-12
Escalon High School,"1528 E. Yosemite Ave., Escalon",65,839,09-12
Escalona Elementary School,"15135 Escalona Rd., La Mirada",75,590,KG-05
Escondido Charter High School,"1868 E. Valley Pkwy., Escondido",83,765,09-12
Escondido Elementary School,"890 Escondido Rd., Stanford",89,550,KG-05
Escondido High School,"1535 N. BRd.way, Escondido",53,"2,415",09-12
Escuela Popular Accelerated Family Learning School,"467 N. White Rd., San Jose",5,393,KG-12
Escuela Popular/Center For Training And Careers Family Lrng School,"149 N. White Rd., San Jose",8,812,09-12
Eshelman Avenue Elementary School,"25902 Eshelman Ave., Lomita",49,596,KG-05
Esparto Elementary School,"17120 Omega St., Esparto",15,440,KG-05
Esparto High School,"17121 Yolo Ave., Esparto",36,274,09-12
Esparto Middle School,"26058 Country Rd. 21A, Esparto",14,241,06-08
Esperanza School,"25121 Pradera Dr., Mission Viejo",-,112,07-12
Esperanza Elementary School,"680 Little St., Los Angeles",6,813,KG-05
Esperanza Elementary School,"10315 E St., Oakland",15,352,KG-05
Esperanza Elementary School,"40521 35th St. W., Palmdale",48,"1,091",KG-06
Esperanza High School,"1830 N. Kellogg Dr., Anaheim",84,"1,732",09-12
Esperanza High School,"12724 Ave. 392, Cutler",9,27,KG-12
Esperanza High (Continuation) School,"581 Jackson St., Gridley",-,34,09-12
Esplanade Elementary School,"381 N. Esplanade St., Orange",20,354,KG-06
Estancia High School,"2323 Placentia Ave., Costa Mesa",41,"1,224",09-12
Esteban Torres East La Performing Arts Magnet School,"4211 Dozier St., Los Angeles",29,382,09-12
Esther L. Walter School,"10802 Rustic Ln., Anaheim",51,656,KG-06
Esther Lindstrom Elementary School,"5900 N. Canehill St., Lakewood",68,892,KG-06
Estrella Elementary School,"300 E. 53rd St., Los Angeles",18,543,KG-05
Estrellita Continuation High School,"12935 Marengo Rd., Galt",9,127,09-12
Estudillo Elementary School,"900 Las Rosas Dr., San Jacinto",30,727,KG-05
Ethan A Chase Middle School,"28100 Calm Horizon Dr., Menifee",25,"1,199",06-08
Ethan B. Allen Elementary School,"16200 Bushard St., Fountain Valley",99,821,KG-06
Ethel Dwyer Middle School,"1502 Palm Ave., Huntington Beach",90,"1,284",06-08
Ethel I. Baker Elementary School,"5717 Laurine Way, Sacramento",7,757,KG-06
Ethel Kucera Middle School,"2140 W. Buena Vista Dr., Rialto",26,"1,155",06-08
Ethel M. Evans Elementary School,"12281 Nelson St., Garden Grove",63,545,KG-06
Ethel Phillips Elementary School,"2930 21st Ave., Sacramento",9,565,KG-06
Etiwanda Colony Elementary School,"13144 Banyan St., Rancho Cucamonga",79,870,KG-05
Etiwanda Community Day School,"5959 E. Ave., Rancho Cucamonga",-,5,06-08
Etiwanda High School,"13500 Victoria Ave., Rancho Cucamonga",75,"3,498",09-12
Etiwanda Intermediate School,"6925 Etiwanda Ave., Rancho Cucamonga",79,"1,437",06-08
Etna Community Day School,"220 Collier Way, Etna",-,-,KG-06
Etna Elementary School,"220 Collier Way, Etna",55,180,KG-05
Etna Union High School,"400 Howell Ave., Etna",93,182,09-12
Eucalyptus School,"12044 S. Eucalyptus Ave., Hawthorne",31,"1,026",KG-05
Eucalyptus Elementary School,"11224 Tenth Ave., Hesperia",15,668,KG-06
Eucalyptus Hills Elementary School,"11838 Valle Vista Rd., Lakeside",-,106,KG
Euclid Avenue Elementary School,"806 Euclid Ave., Los Angeles",21,793,KG-05
Euclid Elementary School,"1120 S. Euclid Ave., Ontario",18,700,KG-06
Euclid Elementary School,"4166 Euclid Ave., San Diego",29,508,KG-05
Eugene Padan Elementary School,"200 Padan Sch Rd., Vacaville",21,606,KG-06
Eunice Sato Academy Of Math & Science School,"1100 Iroquois Ave., Long Beach",-,121,09-12
Eureka Community School,"1820 Sixth St., Eureka",31,66,07-12
Eureka Senior High School,"1915 J St., Eureka",62,"1,093",09-12
Evangeline Roberts Institute Of Learning School,"6785 Imperial Ave., San Diego",8,185,KG-06
Evans Ranch Elementary School,"30465 Evans Rd., Menifee",54,588,KG-05
Evelyn Carr Elementary School,"3404 W. 168th St., Torrance",56,351,KG-05
Evelyn Hanshaw Middle School,"1725 Las Vegas St., Modesto",14,857,07-08
Everest Public High School,"455 Fifth Ave., Redwood City",70,376,09-12
Everest Value School,"668 S. Catalina St., Los Angeles",37,206,KG-08
Everett A. Rea Elementary School,"661 Hamilton St., Costa Mesa",8,492,KG-06
Everett Alvarez High School,"1900 Independence Blvd., Salinas",46,"2,466",09-12
Everett Middle School,"450 Church St., San Francisco",42,533,06-08
Evergreen Avenue Elementary School,"2730 Ganahl St., Los Angeles",17,831,KG-06
Evergreen Community Day (5-8) School,"19500 Lrng Way, Cottonwood",-,6,05-08
Evergreen Community Day K-5 School,"19500 Lrng Way, Cottonwood",-,2,KG-05
Evergreen Continuation School,"13101 Dronfield Ave., Los Angeles",16,67,09-12
Evergreen Elementary School,"2600 Rose Marie Dr., Bakersfield",19,655,KG-05
Evergreen Elementary School,"19415 Hooker Creek Rd., Cottonwood",59,568,KG-04
Evergreen Elementary School,"2450 S. Evergreen Springs, Diamond Bar",94,589,KG-05
Evergreen Elementary School,"1125 Emily Ave., Rohnert Park",62,547,KG-05
Evergreen Elementary School,"3010 Fowler Rd., San Jose",95,787,KG-06
Evergreen Elementary School,"919 W.acre Rd., West Sacramento",-,10,01-06
Evergreen Elementary School,"12915 E. Helmer Dr., Whittier",30,479,KG-05
Evergreen Elementary School,"416 Evergreen Ln., Yreka",43,440,KG-03
Evergreen High School,"50200 Rd. 427, Oakhurst",23,56,09-12
Evergreen Institute Of Excellence School,"19500 Lrng Way, Cottonwood",28,41,KG-12
Evergreen Middle School,"19500 Lrng Way, Cottonwood",57,422,05-08
Evergreen Middle School,"919 W.acre Rd., West Sacramento",-,6,07-09
Evergreen Valley High School,"3300 Quimby Rd., San Jose",93,"2,809",09-12
Ewing Elementary School,"4873 E. Olive Ave., Fresno",12,836,KG-06
Excel Prep Charter School,"2050 E. Pacific St., San Bernardino",8,165,KG-05
Excel Prep Charter - Ie School,"25560 Alessandro Blvd., Moreno Valley",10,691,KG-12
Excelsior Charter School,"18422 Bear Valley Rd., Victorville",39,"1,939",07-12
Excelsior Elementary School,"10421 Woodbury Rd., Garden Grove",83,513,KG-06
Excelsior Elementary School,"2701 Eureka Rd., Roseville",85,515,04-06
Excelsior Middle School,"14301 Byron Hwy., Byron",72,573,06-08
Executive Preparatory Academy Of Finance School,"2814 Manhattan Beach Blvd., Gardena",28,202,09-12
Exeter Community Day School,"1107 E. Rocky Hill Dr., Exeter",-,-1,-
Exeter Independent Study (Alternative) School,"505 Rocky Hill Dr., Exeter",-,47,KG-12
Exeter Union High School,"505 Rocky Hill Dr., Exeter",48,923,09-12
Extera Public School,"2226 E. Third St., Los Angeles",22,519,KG-08
Extera Public No. 2 School,"1015 S. Lorena St., Los Angeles",27,287,KG-05
Ezekiel Balderas Elementary School,"4625 E. Florence Ave., Fresno",30,659,KG-06
Ezequiel Tafoya Alvarado Academy School,"26247 Ellis St., Madera",20,477,KG-08
F. D. Roosevelt Elementary School,"3533 W. Marine Blvd., Lawndale",31,625,KG-05
Fairmont Preparatory Academy School,"2200 W SEQUOIA AVE, Anaheim",-,487,9-12
Fairmont Private School,"435 W FAIRMONT AVE, Fresno",-,195,PK-KG
"Fairmont Private , North Tustin Campus School","12421 NEWPORT AVE, North Tustin",-,290,PK-8
Fairmont Private School,"1557 W. MABLE ST., Anaheim",-,"1,896",PK-12
Fairmont Private -Hac School,"1557 W MABLE ST, Anaheim",-,476,PK-8
Fairway Education Center School,"19560 E WALNUT DR S, Rowland Heights",-,73,PK-KG
Faith Academy School,"320 S J ST, Imperial",-,61,KG-8
Faith Academy Lake Arrowhead School,"232 BRET HARTE RD, Lake Arrowhead",-,28,1-12
Faith Baptist School,"7644 FARRALONE AVE, Los Angeles",-,"1,234",PK-12
Faith Christian Academy School,"450 W ELM AVE, Coalinga",-,116,PK-12
Faith Christian Academy Of The Cma School,"1275 E. BROADWAY, Anaheim",-,14,1-11
Faith Christian School,"5400 MAIN STREET, Oakley",-,8,KG-12
Faith Christian School,"3105 COLUSA HWY, Yuba City",-,240,KG-12
Faith Lutheran Church & School,"9920 MILLS AVE, Whittier",-,36,PK-2
Faith Lutheran School,"700 E BOBIER DR, Vista",-,20,KG-4
Faithful Ambassadors Bible School,"2432 E 18TH ST, National City",-,84,KG-12
Family Gathering Basic Christian Educ Prep School,"8401 S BROADWAY, Los Angeles",-,47,PK-12
Family Life Center Christian Academy School,"7435 NORWALK BLVD, Whittier",-,20,3-12
Famli Circle School,"517 W 59TH PL, Los Angeles",-,14,PK-8
Feather River Adventist School,"27 COX LN, Oroville",-,19,1-8
Fecc Children Academy School,"11330 166TH ST, Cerritos",-,15,KG
Fei Tian Academy Of The Arts California School,"1959 1550 PAGE ST, San Francisco",-,41,6-12
Fillmore Christian Academy School,"461 CENTRAL AVE, Fillmore",-,73,KG-8
First Baptist Christian School,"3535 N EL DORADO ST, Stockton",-,164,PK-8
First Baptist Church Kindergarten School,"8939 E STOCKTON BLVD, Elk Grove",-,33,KG
First Baptist Pre School,"200 N 2ND AVE, Covina",-,72,PK-KG
First Christian School,"2659 1ST ST, Napa",-,182,PK-8
First Church Christian Academy School,"3920 N 1ST ST, Fresno",-,130,PK-8
First Covenant Treehouse Pre & Kindergarten School,"4000 REDWOOD RD, Oakland",-,107,PK-KG
First Lutheran Circle Of Love School,"1100 N POINSETTIA AVE, Manhattan Beach",-,152,PK-KG
First Lutheran School,"1300 E COLORADO ST, Glendale",-,101,PK-8
First Lutheran School,"2900 W CARSON ST, Torrance",-,357,PK-8
First Peters Career College School,"15255 BEAR VALLEY RD, Hesperia",-,26,8-12
First Presbyterian Church Weekday School,"10400 ZELZAH AVE, Los Angeles",-,245,PK-5
First Presbyterian School,"101 S ATLANTIC BLVD, Alhambra",-,58,9-12
First Steps School,"3950 FOOTHILL BLVD, La Crescenta-Montrose",-,84,PK-KG
Five Acres School,"760 MOUNTAIN VIEW ST, Altadena",-,103,1-10
Flintridge Montessori School,"1739 FOOTHILL BLVD, La Canada Flintridge",-,134,PK-1
Flintridge Sacred Heart Academy School,"440 SAINT KATHERINE DR, La Canada Flintridge",-,384,9-12
Folsom Educational Academy School,"381 S LEXINGTON DR STE 100, Folsom",-,51,PK-5
Folsom Montessori School,"502 RILEY ST, Folsom",-,48,PK-KG
Foothill Christian School,"242 W BASELINE RD, Glendora",-,457,KG-8
Foothill Country Day School,"1035 HARRISON AVE, Claremont",-,299,KG-8
Foothill Montessori School,"18692 E 17TH ST, Santa Ana",-,76,PK-KG
Foothill Oaks Academy School,"822 BRADBOURNE AVE, Duarte",-,91,PK-8
Foothill Progressive Montessori School,"4526 INDIANOLA WAY, La Canada Flintridge",-,48,KG-7
Foothills Adventist Elementary School,"711 SUNNYSIDE RD, St. Helena",-,41,KG-8
Foothills Christian Elementary School,"10404 LAKE JENNINGS PARK ROAD, Lakeside",-,184,KG-5
Foothills Christian High School,"2321 DRYDEN RD, El Cajon",-,256,9-12
Fortuna Junior Academy School,"1200 ROSS HILL RD, Fortuna",-,13,KG-8
Fountain Valley Montessori Center School,"18410 BROOKHURST ST, Fountain Valley",-,181,PK
Fountainhead Montessori School,"949 CENTRAL AVE, Livermore",-,35,PK-KG
Fountainhead Montessori - Dublin School,"6665 AMADOR PLAZA RD, Dublin",-,106,PK-1
Foursquare Christian School,"144 BUTTE ST, Crescent City",-,76,PK-12
Fred Finch Youth Center School,"3845 SPRING DRIVE, Spring Valley",-,11,9-12
Fred Finch-Oakland Hills Academy School,"3800 COOLIDGE AVE, Oakland",-,13,8-12
Free Will Christian Academy School,"155 REDWOOD DR, Shafter",-,20,PK-12
Freedom Christian School,"7736 SUNSET AVE, Fair Oaks",-,140,KG-12
Freeman Enrichment Center School,"19401 SOUTH VERMONT AVENUE #E100, Torrance",-,3,12
Fremont Christian School,"4760 THORNTON AVE, Fremont",-,728,PK-12
French American School,"4155 RUSSELL AVE, Los Angeles",-,345,PK-5
